col0,col1,col2,col3,col4
2019–20 ISU Challenger Series,2019-01-01,ISU Challenger Series,International Skating Union,figure skating
2018–19 ISU Challenger Series,2018-01-01,ISU Challenger Series,International Skating Union,figure skating
2017–18 ISU Challenger Series,2017-01-01,ISU Challenger Series,International Skating Union,figure skating
2016–17 ISU Challenger Series,2016-01-01,ISU Challenger Series,International Skating Union,figure skating
2015–16 ISU Challenger Series,2015-01-01,ISU Challenger Series,International Skating Union,figure skating
2014–15 ISU Challenger Series,2014-01-01,ISU Challenger Series,International Skating Union,figure skating
2020–2021 ISU Junior Grand Prix,2020-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2019–2020 ISU Junior Grand Prix,2019-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2018–19 ISU Junior Grand Prix,2018-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2017–18 ISU Junior Grand Prix,2017-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2016–17 ISU Junior Grand Prix,2016-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2015–16 ISU Junior Grand Prix,2015-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2014–15 ISU Junior Grand Prix,2014-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2009–2010 ISU Junior Grand Prix,2009-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2013–2014 ISU Junior Grand Prix,2013-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2012–2013 ISU Junior Grand Prix,2012-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2011–2012 ISU Junior Grand Prix,2011-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2010–2011 ISU Junior Grand Prix,2010-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2008–2009 ISU Junior Grand Prix,2008-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2007–2008 ISU Junior Grand Prix,2007-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
