col0,col1,col2
Ariana Afghan Airlines,Hamid Karzai International Airport,Government of Afghanistan
Compagnie des Messageries Aériennes,Paris–Le Bourget Airport,Louis Blériot
Clifford Ball Airline,Bettis Field,Clifford Ball
Cape Air,Barnstable Municipal Airport,Dan Wolf
Kaltim Airlines,Samarinda International Airport,Awang Faroek Iskhak
Volga-Dnepr Airlines,Ulyanovsk Vostochny Airport,Alexey Isaikin
SkyWest Airlines,O'Hare International Airport,Ralph Atkin
Air Transat,Vancouver International Airport,François Legault
Fiji Airways,Nadi International Airport,Harold Charles Gatty
Grand China Air,Haikou Meilan International Airport,Hainan Airlines
Antinea Airlines,Houari Boumediene Airport,Arezki Idjerouidene
Etihad Airways,Abu Dhabi International Airport,Khalifa bin Zayed Al Nahyan
Southwest Airlines,Dallas Love Field,Herb Kelleher
Air Greenland,Kangerlussuaq Airport,Scandinavian Airlines
Panair do Brasil,Rio de Janeiro/Galeão – Antonio Carlos Jobim International Airport,Ralph Ambrose O'Neill
Air Creebec,Montréal–Pierre Elliott Trudeau International Airport,Billy Diamond
Kingfisher Airlines,Kempegowda International Airport,Vijay Mallya
Wind Jet,Catania-Fontanarossa Airport,Antonino Pulvirenti
Morris Air,Salt Lake City International Airport,David Neeleman
Air Italy,Milan–Malpensa Airport,AQA Holding
