col0,col1,col2,col3
Oebisfelde-Calvörde Administrative Community,Börde,Germany,administrative community of Saxony-Anhalt
Wipper-Eine Administrative Community,Mansfeld-Südharz,Germany,administrative community of Saxony-Anhalt
Unterharz Administrative Community,Harz District,Germany,administrative community of Saxony-Anhalt
Arendsee-Kalbe Administrative Community,Altmarkkreis Salzwedel,Germany,administrative community of Saxony-Anhalt
Barchfeld Administrative Community,Wartburgkreis,Germany,administrative community of Saxony-Anhalt
Vacha Administrative Community,Wartburgkreis,Germany,administrative community of Saxony-Anhalt
Dolmar Administrative Community,Schmalkalden-Meiningen,Germany,administrative community of Saxony-Anhalt
Oschersleben Administrative Community,Börde,Germany,administrative community of Saxony-Anhalt
Kyffhäuser Administrative Community,Kyffhäuserkreis,Germany,administrative community of Saxony-Anhalt
Genthin Administrative Community,Jerichower Land,Germany,administrative community of Saxony-Anhalt
Oberes Feldatal Administrative Community,Wartburgkreis,Germany,administrative community of Saxony-Anhalt
Allstedt-Kaltenborn Administrative Community,Mansfeld-Südharz,Germany,administrative community of Saxony-Anhalt
