col0,col1,col2,col3,col4
Graz Tramway Museum,Mariatrost,1971-01-01,Austria,Graz
Harley-Davidson Museum,Milwaukee,2008-07-12,United States of America,Wisconsin
North Carolina Transportation Museum,Southern Railway's Spencer Shops,1982-01-01,United States of America,North Carolina
Electric City Trolley Museum,Scranton,1999-01-01,United States of America,Pennsylvania
Motorcyclepedia,Newburgh,2011-04-16,United States of America,New York
Sporveismuseet Vognhall 5,Majorstuen,1985-01-01,Norway,Oslo
John Street Roundhouse,Old Toronto,2010-05-01,Canada,Toronto
The Trolleybus Museum at Sandtoft,"Sandtoft, Lincolnshire",1969-01-01,United Kingdom,"Sandtoft, Lincolnshire"
London Canal Museum,Kings Cross,1992-01-01,United Kingdom,Kings Cross
Motorcycle Hall of Fame,Pickerington,1990-01-01,United States of America,Pickerington
"The Transport Museum, Wythall",Wythall,1978-01-01,United Kingdom,Wythall
Fernando Alonso Sports Complex,Llanera,2011-01-01,Spain,Llanera
Kaohsiung Harbor Museum,Gushan District,1917-01-01,Taiwan,Gushan District
