col0,col1,col2,col3
Sri Lankan cricket team in Bangladesh in 2005–06,2006-03-12,2005-2006 one-year-period,Sri Lanka national cricket team
Pakistani cricket team in Bangladesh in 1979–80,1980-01-06,1979-1980 one-year-period,Pakistan national cricket team
Pakistani cricket team in Bangladesh in 2011–12,2011-12-21,2011-2012 one-year-period,Pakistan national cricket team
Australian cricket team in Bangladesh in 2005–06,2006-04-28,2005-2006 one-year-period,Australia national cricket team
Irish cricket team in Bangladesh in 2007–08,2008-03-22,2007-2008 one-year-period,Ireland cricket team
New Zealand cricket team in Bangladesh in 2013–14,2013-11-06,2013-2014 one-year-period,Bangladesh national cricket team
West Indian cricket team in Bangladesh in 2012–13,2012-12-11,2012-2013 one-year-period,Bangladesh national cricket team
English cricket team in Bangladesh in 2003–04,2003-11-12,2003-2004 one-year-period,Bangladesh national cricket team
New Zealand cricket team in Bangladesh in 2004–05,2004-11-07,2004-2005 one-year-period,Bangladesh national cricket team
Sri Lankan cricket team in Bangladesh in 2013–14,2014-02-22,2013-2014 one-year-period,Sri Lanka national cricket team
Kenyan cricket team in Bangladesh in 2005–06,2006-03-25,2005-2006 one-year-period,Bangladesh national cricket team
Zimbabwean cricket team in Bangladesh in 2001–02,2001-11-25,2001-2002 one-year-period,Bangladesh national cricket team
Pakistani cricket team in Bangladesh in 2014–15,2015-05-10,2014-2015 one-year-period,Pakistan national cricket team
