col0,col1,col2,col3,col4
AEP Paphos F.C.,Cypriot First Division,2014-07-29,Republic of Cyprus,2012–13 Cypriot First Division
APOP Kinyras FC,Cypriot Fourth Division,2012-01-01,Republic of Cyprus,2010–11 Cypriot First Division
AEP Paphos F.C.,Cypriot First Division,2014-07-29,Republic of Cyprus,2010–11 Cypriot First Division
APOP Kinyras FC,Cypriot Fourth Division,2012-01-01,Republic of Cyprus,2007–08 Cypriot First Division
AEP Paphos F.C.,Cypriot First Division,2014-07-29,Republic of Cyprus,2003–04 Cypriot First Division
APOP Kinyras FC,Cypriot Fourth Division,2012-01-01,Republic of Cyprus,2009–10 Cypriot First Division
AEP Paphos F.C.,Cypriot First Division,2014-07-29,Republic of Cyprus,2009–10 Cypriot First Division
APOP Kinyras FC,Cypriot Fourth Division,2012-01-01,Republic of Cyprus,2007–08 Cypriot Cup
AEP Paphos F.C.,Cypriot First Division,2014-07-29,Republic of Cyprus,2007–08 Cypriot Cup
APOP Kinyras FC,Cypriot Fourth Division,2012-01-01,Republic of Cyprus,2010–11 Cypriot Cup
AEP Paphos F.C.,Cypriot First Division,2014-07-29,Republic of Cyprus,2010–11 Cypriot Cup
APOP Kinyras FC,Cypriot Fourth Division,2012-01-01,Republic of Cyprus,2009–10 Cypriot Cup
