col0,col1,col2,col3
Beka'ot,182,State of Palestine,Bik'at HaYarden Regional Council
Yitav,279,State of Palestine,Bik'at HaYarden Regional Council
Mekhora,141,State of Palestine,Bik'at HaYarden Regional Council
Mehola,537,Israel,Bik'at HaYarden Regional Council
Yafit,149,Israel,Bik'at HaYarden Regional Council
Avital,519,Israel,Gilboa Regional Council
"Ma'on, Har Hebron",502,Israel,Har Hevron Regional Council
Kfar Shmuel,864,Israel,Gezer Regional Council
Yashresh,922,Israel,Gezer Regional Council
Azaria,1193,Israel,Gezer Regional Council
Ramot Meir,770,Israel,Gezer Regional Council
Yatzitz,770,Israel,Gezer Regional Council
Yad Rambam,1044,Israel,Gezer Regional Council
