col0,col1,col2,col3
Cabinet of Helle Thorning-Schmidt,Cabinet of Helle Thorning-Schmidt II,Denmark,Cabinet of Lars Løkke Rasmussen I
Cabinet of Helle Thorning-Schmidt II,Cabinet of Lars Løkke Rasmussen II,Denmark,Cabinet of Helle Thorning-Schmidt
Cabinet of Anker Jørgensen III,Cabinet of Anker Jørgensen IV,Denmark,Cabinet of Anker Jørgensen II
Cabinet of Jens Otto Krag II,Cabinet of Hilmar Baunsgaard,Denmark,Cabinet of Jens Otto Krag I
Cabinet of Anker Jørgensen II,Cabinet of Anker Jørgensen III,Denmark,Cabinet of Poul Hartling
Cabinet of H. C. Hansen II,Cabinet of Viggo Kampmann I,Denmark,Cabinet of H. C. Hansen I
Cabinet of Hilmar Baunsgaard,Cabinet of Jens Otto Krag III,Denmark,Cabinet of Jens Otto Krag II
Cabinet of Hans Hedtoft I,Cabinet of Erik Eriksen,Denmark,Cabinet of Knud Kristensen
Cabinet of Anker Jørgensen V,Cabinet of Poul Schlüter I,Denmark,Cabinet of Anker Jørgensen IV
Cabinet of Poul Nyrup Rasmussen II,Cabinet of Poul Nyrup Rasmussen III,Denmark,Cabinet of Poul Nyrup Rasmussen I
Cabinet of Poul Nyrup Rasmussen III,Cabinet of Poul Nyrup Rasmussen IV,Denmark,Cabinet of Poul Nyrup Rasmussen II
Cabinet of Anders Fogh Rasmussen I,Cabinet of Anders Fogh Rasmussen II,Denmark,Cabinet of Poul Nyrup Rasmussen IV
Cabinet of Anders Fogh Rasmussen II,Cabinet of Anders Fogh Rasmussen III,Denmark,Cabinet of Anders Fogh Rasmussen I
