col0,col1,col2,col3,col4
Adamawa State House of Assembly,25,25,Adamawa State,member of the Adamawa State House of Assembly
Abia State House of Assembly,24,24,Abia State,member of the Abia State House of Assembly
Municipal Corporation of Sahiwal,112,88,Sahiwal,councillor in the municipal corporation of Sahiwal
Municipal Corporation of Dera Ghazi Khan,123,98,Dera Ghazi Khan,councillor in the municipal corporation of Dera Ghazi Khan
District Council of Jhang,116,91,Jhang District,councillor in the district council of Jhang
District Council of Sheikhupura,124,99,Sheikhupura District,councillor in the district council of Sheikhupura
Municipal Corporation of Sialkot,35,24,Sialkot,councillor in the municipal corporation of Sialkot
Municipal Corporation of Sargodha,33,22,Sargodha,councillor in the municipal corporation of Sargodha
Municipal Corporation of Bahawalpur,30,21,Bahawalpur,councillor in the municipal corporation of Bahawalpur
Municipal Corporation of Sahiwal,112,88,Sahiwal,Mayor of Sahiwal
Municipal Corporation of Dera Ghazi Khan,123,98,Dera Ghazi Khan,Mayor of Dera Ghazi Khan
District Council of Jhang,116,91,Jhang District,Chairman of District Council Jhang
District Council of Sheikhupura,124,99,Sheikhupura District,Chairman of District Council Sheikhupura
