col0,col1,col2
Valentine & Sons,National Museum of World Cultures,1851-01-01
Studio Livernois,Musée national des beaux-arts du Québec,1854-12-01
Emrik & Binger,Wereldmuseum Rotterdam,1856-01-01
Muir & Moodie,Wereldmuseum Rotterdam,1898-01-01
Sébah & Joaillier,Wereldmuseum Rotterdam,1888-01-01
Bourne & Shepherd,Wereldmuseum Rotterdam,1863-01-01
Abdullah Freres,Minneapolis Institute of Art,1858-01-01
Elliott & Fry,National Gallery of Canada,1863-01-01
Pulman,Museum of New Zealand Te Papa Tongarewa,1867-01-01
A. & G. Taylor,Museum of New Zealand Te Papa Tongarewa,1866-01-01
Burton Brothers,Museum of New Zealand Te Papa Tongarewa,1866-01-01
Wrigglesworth & Binns,Puke Ariki,1874-01-01
Blanc et Demilly,Museum of Modern Art,1924-01-01
Keystone View Company,Museum of Modern Art,1892-01-01
Harris & Ewing photo studio,Museum of Modern Art,1905-01-01
Hill & Adamson,Museum of Modern Art,1843-01-01
Underwood & Underwood,Museum of Modern Art,1880-01-01
Pach Brothers,Museum of Modern Art,1867-01-01
Connolly and Herrmann,Museum of New Zealand Te Papa Tongarewa,1887-09-01
Clarke Brothers,Museum of New Zealand Te Papa Tongarewa,1873-09-01
