col0,col1,col2,col3
Storkyrkoförsamlingen,parish of the Church of Sweden,1260-01-01,Maria Magdalena parish
Sundbyberg parish,parish of the Church of Sweden,1909-05-01,Sundbyberg
Vällingby församling,parish of the Church of Sweden,1974-01-01,Vällingby
Vara parish,parish of the Church of Sweden,t672579342,Vara
Umeå stadsförsamling,parish of the Church of Sweden,1646-08-30,Ålidhems församling
Tofteryd,parish of the Church of Sweden,t831229778,Tofteryds distrikt
Säve parish,parish of the Church of Sweden,t513079644,Tuve-Säve
Säffle parish,parish of the Church of Sweden,1911-05-01,Säffle
Svinnegarns församling,parish of the Church of Sweden,t346210015,Svinnegarn
Svalöv parish,parish of the Church of Sweden,t346210154,Svalöv
"Sunne församling, Härnösands stift",parish of the Church of Sweden,t506055947,Sunne
