col0,col1,col2,col3,col4,col5
Roman Catholic Territorial Prelature of Ayaviri,territorial prelature,Roman Rite,20712,179596,Spanish
Roman Catholic Territorial Prelature of Caravelí,territorial prelature,Roman Rite,30000,144000,Spanish
Roman Catholic Territorial Prelature of Chuquibamba,territorial prelature,Roman Rite,22151,126000,Spanish
Roman Catholic Territorial Prelature of Aiquile,territorial prelature,Roman Rite,23325,382859,Spanish
Roman Catholic Territorial Prelature of Esquel,territorial prelature,Roman Rite,78074,68700,Spanish
Roman Catholic Territorial Prelature of Juli,territorial prelature,Roman Rite,9919,189819,Spanish
Roman Catholic Diocese of Cametá,territorial prelature,Roman Rite,48309,558000,Portuguese
Roman Catholic Territorial Prelature of Pompei,territorial prelature,Roman Rite,12,26000,Italian
Roman Catholic Territorial Prelature of Mixes,territorial prelature,Roman Rite,10000,163168,Spanish
Roman Catholic Territorial Prelature of El Salto,territorial prelature,Roman Rite,36000,408262,Spanish
Roman Catholic Territorial Prelature of Bocas del Toro,territorial prelature,Roman Rite,8115,172694,Spanish
Roman Catholic Territorial Prelature of Chuquibambilla,territorial prelature,Roman Rite,7724,104000,Spanish
Roman Catholic Territorial Prelature of Chota,territorial prelature,Roman Rite,6823,320000,Spanish
Roman Catholic Territorial Prelature of Huamachuco,territorial prelature,Roman Rite,7981,292000,Spanish
Roman Catholic Territorial Prelature of Sicuani,territorial prelature,Roman Rite,16785,313000,Spanish
