col0,col1,col2
Enel,natural gas,energy industry
BNP Paribas,asset management,financial services
Goldman Sachs,investment bank,financial services
Visa Inc.,credit card,financial services
ASICS,clothing,textile industry
General Mills,breakfast cereal,food industry
Unilever,cosmetics,food industry
Novartis,diclofenac,pharmaceutical industry
Weleda,cosmetics,pharmaceutical industry
Volkswagen Group,car,automotive industry
IKEA,ready-to-assemble furniture,design
Puma SE,footwear,fashion
Kyocera,software,electronics
Canon Inc.,printer,electronics
Total S.A.,petroleum,energy
Monsanto,seed,biotechnology
Yandex,web search engine,Internet
Panasonic Corporation,television,home appliance
Nikon,software,camera
Gateway Group,Location Enabled Advertising & Promotion Platform,Automotive Software
