col0,col1,col2
Loire Princesse,15.3,STX France
Elbe Princesse,10.5,STX France
Svyataya Rus,14.3,Nordic Yards Wismar
Karl Marks,14.3,Nordic Yards Wismar
Aleksey Tolstoy,14.3,Nordic Yards Wismar
Ilya Muromets,14.3,Nordic Yards Wismar
V. Chkalov,14.3,Nordic Yards Wismar
F. I. Panfyorov,14.3,Nordic Yards Wismar
F. Engels,14.3,Nordic Yards Wismar
Arabella,14.3,Nordic Yards Wismar
Aleksandr Nevskiy,14.3,Nordic Yards Wismar
Anatoliy Papanov,14.3,Nordic Yards Wismar
A. Matrosov,14.0,Nordic Yards Wismar
Pavel Bazhov,14.3,Nordic Yards Wismar
Dmitriy Furmanov,16.7,Elbewerft Boizenburg
Lunnaya Sonata,16.7,Elbewerft Boizenburg
Bellevue,11.4,Neptun Werft
"Vienna I (ship, 2006)",11.4,Neptun Werft
Avalon Imagery,11.4,Neptun Werft
Lev Tolstoy,15.2,Österreichische Schiffswerften AG
