col0,col1,col2,col3
Trinite des Monts,2004-01-01,Meteorological Service of Canada,1950-01-01
Squateck,1994-01-01,Meteorological Service of Canada,1963-01-01
St Vallier,1961-01-01,Meteorological Service of Canada,1959-01-01
Ste Rose du Degelis,2004-01-01,Meteorological Service of Canada,1932-01-01
St Rene de Matane,2004-01-01,Meteorological Service of Canada,1973-01-01
St Raphael,1982-01-01,Meteorological Service of Canada,1949-01-01
St Philemon,1993-01-01,Meteorological Service of Canada,1982-01-01
Ste Perpetue,1997-01-01,Meteorological Service of Canada,1963-01-01
St Paulin d'Alibaire,1971-01-01,Meteorological Service of Canada,1967-01-01
St Pascal,1976-01-01,Meteorological Service of Canada,1974-01-01
