col0,col1,col2,col3
Ministry of Food and Drug Safety,Cheongju,food safety organisation,2013-03-23
"Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail",Maisons-Alfort,food safety organisation,2010-07-01
Food and Drug Administration,White Oak,food safety organisation,1906-01-01
International Association for Food Protection,Des Moines,international association,1911-01-01
Food and Drug Administration,White Oak,United States federal agency,1906-01-01
Institute of Food Technologists,Chicago,business,1939-01-01
Ministry of Economic Affairs and Climate Policy,The Hague,ministry of the Netherlands,1905-08-17
Food Standards Agency,London,non-ministerial government department,2000-01-01
"Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail",Maisons-Alfort,French Health Safety Agency,2010-07-01
Norwegian Food Safety Authority,Oslo,government directorate,2003-01-01
International Life Sciences Institute,"Washington, D.C.",pressure group,1978-01-01
Ministry of Food and Drug Safety,Cheongju,Cabinet of South Korea,2013-03-23
European Food Safety Authority,Parma,agency of the European Union,2002-02-21
Food and Drug Administration,Naypyidaw,government agency,1995-01-01
