col0,col1,col2,col3
Center for Inquiry,Humanists International,association,501(c)(3) organization
Association of the Scientific Medical Societies in Germany,Informationsdienst Wissenschaft e.V.,association,registered association
Arbeitsgemeinschaft Literarischer Gesellschaften und Gedenkstätten,Bundesnetzwerk Bürgerschaftliches Engagement,association,registered association
Arbeiterwohlfahrt,Arbeitsgemeinschaft für Kinder- und Jugendhilfe,association,association under the French law of 1901
German Mathematical Society,International Mathematical Union,association,registered association
Freedom From Religion Foundation,Humanists International,association,501(c)(3) organization
Naturschutzbund Deutschland,BirdLife International,association,registered association
American Humanist Association,Humanists International,association,501(c)(3) organization
Deutscher Sparkassen- und Giroverband e.V.,Zentralausschuss der Werbewirtschaft,association,registered association
Gesellschaft Deutscher Chemiker,Deutsche Vereinigung des Gas- und Wasserfaches,association,registered association
ADAC,European Movement Germany,association,registered association
DEHOGA,Ausstellungs- und Messe-Ausschuss,association,registered association
