col0,col1,col2,col3
Attack Squadron 95,Attack Squadron NINETY FIVE,1970-04-01,1952-03-26
Attack Squadron 85,Attack Squadron EIGHT HUNDRED FIFTY NINE,1994-09-30,1951-02-01
Attack Squadron 66,Attack Squadron SIXTY SIX,1986-10-01,1951-02-01
Attack Squadron 55,Attack Squadron FIFTY FIVE,1991-01-01,1983-10-07
Attack Squadron 54,Attack Squadron FIFTY FOUR,1958-04-01,1945-03-26
Attack Squadron 45,Attack Squadron FORTY FIVE,1958-03-01,1950-09-01
Attack Squadron 44,Attack Squadron FORTY FOUR,1970-05-01,1950-09-01
Attack Squadron 36,Attack Squadron THIRTY SIX,1994-04-01,1987-03-06
Attack Squadron 35,Attack Squadron THIRTY FOUR,1995-01-31,1934-07-01
Attack Squadron 34,Attack Squadron THIRTY FOUR,1969-06-01,1943-10-15
Attack Squadron 214,Attack Squadron TWO HUNDRED FOURTEEN,1958-08-01,1955-03-30
