col0,col1,col2,col3
St. Dominic Savio Catholic School,primary school,Dominic Savio,1999-01-01
St. Rose of Lima Catholic School,primary school,Rose of Lima,1957-01-01
St. René Goupil Catholic School,Catholic school,René Goupil,1983-09-01
St. Joachim Catholic School,Catholic school,Joachim,1965-09-01
St. Sylvester Catholic School,Catholic school,Sylvester I,1975-01-01
Holy Spirit Catholic School,Catholic school,Holy Spirit,1961-09-01
Prince of Peace Catholic School,Catholic school,Jesus Christ,1988-01-01
St. René Goupil Catholic School,primary school,René Goupil,1983-09-01
St. Joachim Catholic School,primary school,Joachim,1965-09-01
St. Sylvester Catholic School,primary school,Sylvester I,1975-01-01
Holy Spirit Catholic School,primary school,Holy Spirit,1961-09-01
