col0,col1,col2,col3
EE,public limited company,Orange,telecommunications industry
Djezzy GSM,joint-stock company,Global Telecom Holding,telecommunications industry
UCell,private limited liability company,Telia Company,telecommunications industry
Thuraya,joint-stock company,Al Yah Satellite Communications,telecommunications industry
BASE,NV/SA,Telenet,telecommunications industry
EE,public limited company,BT Group,telecommunications industry
Proximus,NV/SA,Proximus Group,telecommunications industry
EE,public limited company,T-Mobile International,telecommunications industry
T-Mobile US,public company,T-Mobile International,telecommunications industry
lifecell,private limited liability company,Turkcell,telecommunications industry
Telefónica Deutschland,joint-stock company,Telefónica,telecommunications industry
EE,public limited company,Deutsche Telekom,telecommunications industry
T-Mobile US,public company,Deutsche Telekom,telecommunications industry
