col0,col1,col2,col3,col4,col5
Lille University of Health and Law,2017-01-01,Lille,Lille North of France University,NSL cluster,"public scientific, cultural or professional establishment"
University of Nice Sophia-Antipolis,2019-12-31,Nice,University Côte d'Azur (ComUE),Coordination of French research universities,"public scientific, cultural or professional establishment"
Paris-Sorbonne University - Paris IV,2017-12-31,rue Victor-Cousin,Sorbonne Universities,Couperin Consortium,"public scientific, cultural or professional establishment"
University of Paris VI: Pierre-and-Marie-Curie University,2017-12-31,Paris,Sorbonne Universities,Couperin Consortium,"public scientific, cultural or professional establishment"
Charles de Gaulle University of humanities arts and social sciences,2017-01-01,Pont-de-Bois,Lille Nord de France University,Couperin Consortium,"public scientific, cultural or professional establishment"
Lille University of Health and Law,2017-01-01,Lille,Lille Nord de France University,Couperin Consortium,"public scientific, cultural or professional establishment"
University of Nice Sophia-Antipolis,2019-12-31,Nice,University Côte d'Azur (ComUE),Couperin Consortium,"public scientific, cultural or professional establishment"
Paris-Sorbonne University - Paris IV,2017-12-31,rue Victor-Cousin,Sorbonne Universities,Couperin Consortium,"public scientific, cultural or professional establishment"
University of Paris VI: Pierre-and-Marie-Curie University,2017-12-31,Paris,Sorbonne Universities,Couperin Consortium,"public scientific, cultural or professional establishment"
Paris Descartes University - Sorbonne Paris Cité,2019-01-01,Paris,Sorbonne Paris Cité University (group),Couperin Consortium,"public scientific, cultural or professional establishment"
Charles de Gaulle University of humanities arts and social sciences,2017-01-01,Pont-de-Bois,Lille North of France University,Couperin Consortium,"public scientific, cultural or professional establishment"
