col0,col1,col2,col3,col4
Kensworth Church of England Academy,academy school,Diocese of St Albans,Church of England,Diocese of St Albans
Guilsborough Church of England,academy school,Diocese of Peterborough,Church of England,Diocese of Peterborough
Collingtree Church of England Primary School,academy school,Diocese of Peterborough,Church of England,Diocese of Peterborough
"St Mary's Church of England Primary School, Banbury",primary school,Diocese of Oxford,Church of England,Diocese of Oxford
Belchamp St Paul Church of England Primary School,primary school,Diocese of Chelmsford,Church of England,Diocese of Chelmsford
Isham Church of England Primary School,primary school,Diocese of Peterborough,Church of England,Diocese of Peterborough
Cranford CofE Primary School,primary school,Diocese of Peterborough,Church of England,Diocese of Peterborough
Northbourne Church of England Primary School,primary school,Diocese of Oxford,Church of England,Diocese of Oxford
Ridgewell Church of England Primary School,primary school,Diocese of Chelmsford,Church of England,Diocese of Chelmsford
North Hinksey Church of England Primary School,primary school,Diocese of Oxford,Church of England,Diocese of Oxford
