col0,col1,col2,col3
United Nations Association of Germany,World Federation of United Nations Associations,Berlin,Germany
Arbeiterwohlfahrt,Arbeitsgemeinschaft für Kinder- und Jugendhilfe,Berlin,Germany
Deutsche Krebsgesellschaft (German Cancer Society),Association of the Scientific Medical Societies in Germany,Berlin,Germany
Bundesverband der Ärzte des Öffentlichen Gesundheitsdienstes,German Civil Service Federation,Berlin,Germany
Deutsche Krankenhausgesellschaft,European Movement Germany,Berlin,Germany
Zentralverband des Deutschen Baugewerbes,Zentralverband des Deutschen Handwerks,Berlin,Germany
Republikanischer Anwältinnen- und Anwälteverein,Zentralstelle für Recht und Schutz der Kriegsdienstverweigerer aus Gewissensgründen,Berlin,Germany
Vereinigung Evangelischer Freikirchen,Zentralstelle für Recht und Schutz der Kriegsdienstverweigerer aus Gewissensgründen,Berlin,Germany
Internationale Ernst-Wiechert-Gesellschaft,Arbeitsgemeinschaft Literarischer Gesellschaften und Gedenkstätten,Dinslaken,West Germany
Islamische Gemeinschaft Milli Görüş,Islamrat für die Bundesrepublik Deutschland,Kerpen,Germany
Verein Deutscher Bibliothekarinnen und Bibliothekare,Bibliothek & Information Deutschland,Munich,Germany
