col0,col1,col2,col3
Beta,Italy,Florence,Florence
Ducati Motor Holding S.p.A.,Italy,Bologna,Bologna
Hispano-Suiza,Spain,Barcelona,Barcelona
Fusi,Italy,Milan,Milan
Brandenburgische Motorenwerke,Germany,Berlin,Spandau
JA Prestwich Industries,United Kingdom,London,Tottenham
Mauser,Germany,Isny im Allgäu,Oberndorf am Neckar
Geely,People's Republic of China,Hangzhou,Taizhou
Zündapp,Germany,Munich,Nuremberg
Itom motorcycles,Italy,Sant'Ambrogio di Torino,Turin
Scorpa,France,Saint-Martin-de-Valgalgues,Alès
Cotton,United Kingdom,Gloucester,Gloucester
Fantic Motor,Italy,Barzago,Barzago
White and Poppe,United Kingdom,Coventry,Coventry
Haden,United Kingdom,Birmingham,Birmingham
Segoni Special,Italy,Florence,Florence
NUT Motorcycles,United Kingdom,Newcastle upon Tyne,Newcastle upon Tyne
Milani,Brazil,Cesena,Cesena
Excelsior Motor Company,United Kingdom,Coventry,Coventry
Malanca,Italy,Bologna,Bologna
