col0,col1,col2
NeoLife,Direct Selling Association,United States of America
Jeunesse,Direct Selling Association,United States of America
Origami Owl,Direct Selling Association,United States of America
Synergy WorldWide,Direct Selling Association,United States of America
Young Living,Direct Selling Association,United States of America
Talk Fusion,Direct Selling Association,United States of America
Eqology,Direktesalgsforbundet,Norway
Nikken,Direktesalgsforbundet,Japan
Enagic International,Direct Selling Association,Japan
Organo Gold,Direct Selling Association,Canada
Immunotec,Direct Selling Association,Canada
Cambridge Weight Plan (United Kingdom),Direct Selling Association,United Kingdom
Lifeplus,Direct Selling Association,United States of America
The Broccoli Company,Direktesalgsforbundet,Sweden
National Safety Associates,Fédération de la Vente Directe,United States of America
Reliv,Direct Selling Association,United States of America
LifeWave,Direct Selling Association,United States of America
Kyäni,Direct Selling Association,United States of America
YTB International,Direct Selling Association,United States of America
Vector Marketing,Direct Selling Association,United States of America
