col0,col1,col2
1989–90 Cypriot First Division,Siniša Gogić,Ethnikos Achna FC
1993–94 Cypriot First Division,Siniša Gogić,APEP F.C.
2009–10 Cypriot First Division,Joeano,Aris Limassol F.C.
2010–11 Cypriot First Division,Miljan Mrdaković,AEP Paphos F.C.
2009–10 Ekstraklasa,Robert Lewandowski,Piast Gliwice
2011–12 Ekstraklasa,Artjoms Rudņevs,KS Cracovia
1963–64 Fußball-Bundesliga,Uwe Seeler,1. FC Saarbrücken
1986–87 Fußball-Bundesliga,Uwe Rahn,Fortuna Düsseldorf
1991–92 Fußball-Bundesliga,Fritz Walter,F.C. Hansa Rostock
1976–77 Fußball-Bundesliga,Dieter Müller,Karlsruher SC
1979–80 Fußball-Bundesliga,Karl-Heinz Rummenigge,SV Werder Bremen
1980–81 Fußball-Bundesliga,Karl-Heinz Rummenigge,FC Schalke 04
1987–88 Fußball-Bundesliga,Jürgen Klinsmann,FC Schalke 04
1983–84 Fußball-Bundesliga,Karl-Heinz Rummenigge,1. FC Nürnberg
2002–03 Fußball-Bundesliga,Giovane Élber,1. FC Nürnberg
2005–06 Fußball-Bundesliga,Miroslav Klose,1. FC Kaiserslautern
1995–96 Fußball-Bundesliga,Fredi Bobic,1. FC Kaiserslautern
1974–75 Fußball-Bundesliga,Jupp Heynckes,VfB Stuttgart
2015–16 Cypriot First Division,Andre Alves,Ayia Napa F.C.
2016–17 Cypriot First Division,Matt Derbyshire,Anagennisi Deryneia FC
