col0,col1,col2
Warner Bros. Inc.,Warner Bros. Records Inc.,Warner Bros. Inc.
Virgin Records (Holdings) Limited,Virgin Records Limited,Virgin Records (Holdings) Limited
EMI Group Limited,Thorn EMI Limited,EMI Group Limited
"CBS Records, Inc.","Columbia Records, Inc.","CBS Records, Inc."
Decca Limited,Vogue Records Limited,Decca Limited
"Sony Music Entertainment, Inc.","Sony Music Entertainment Polska, Sp. z o.o.","Sony Music Entertainment, Inc."
"Warner Music International, Inc.","Warner Music Spain, S.L.","Warner Music International, Inc."
"Columbia Broadcasting System, Inc.",American Record Corporation,"Columbia Broadcasting System, Inc."
Parlophone Label Group,Chrysalis Records Ltd.,PLG Holdco Limited
Per Aarsleff Holding,Per Aarsleff,Per Aarsleff Holding A/S
Sony Music Entertaiment International,Sony Music Entertainment Austria,CBS RECORDS INTERNATIONAL LIMITED
Electric & Musical Industries Ltd.,EMI Italiana S.p.A.,Electric & Musical Industries Limited
MBS Media Holdings,Mainichi Broadcasting System,"MBS Media Holdings, Inc."
GS Energy,GS Caltex,GS Energy Corporation
CrownHaitai Holdings,Haitai Confectionery & Foods,"CROWNHAITAI Holdings CO.,LTD"
Seino Holdings,Seino Transportation,"Seino Holdings Co., Ltd."
Mainichi Newspapers Group Holdings,The Mainichi Newspapers Co.,"The Mainichi Newspapers Group Holdings Co., Ltd."
Keihan Holdings,Keihan Electric Railway,"Keihan Holdings Co., Ltd."
Sotetsu Holdings,Sagami Railway,"Sotetsu Holdings, Inc."
TV Tokyo Holdings,TV Tokyo,TV Tokyo Holdings Corporation
