col0,col1,col2,col3,col4
2006–2007 ISU Junior Grand Prix,2006-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2005–2006 ISU Junior Grand Prix,2005-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2004–2005 ISU Junior Grand Prix,2004-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2003–2004 ISU Junior Grand Prix,2003-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2002–2003 ISU Junior Grand Prix,2002-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2001–2002 ISU Junior Grand Prix,2001-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2000–2001 ISU Junior Grand Prix,2000-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
1999–2000 ISU Junior Grand Prix,1999-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
1998–1999 ISU Junior Grand Prix,1998-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
1997–1998 ISU Junior Series,1997-01-01,ISU Junior Grand Prix,International Skating Union,figure skating
2020–2021 ISU Grand Prix of Figure Skating,2020-01-01,ISU Grand Prix of Figure Skating,International Skating Union,figure skating
2019–2020 ISU Grand Prix of Figure Skating,2019-01-01,ISU Grand Prix of Figure Skating,International Skating Union,figure skating
2018–19 ISU Grand Prix of Figure Skating,2018-01-01,ISU Grand Prix of Figure Skating,International Skating Union,figure skating
2017–18 ISU Grand Prix of Figure Skating,2017-01-01,ISU Grand Prix of Figure Skating,International Skating Union,figure skating
2016–17 ISU Grand Prix of Figure Skating,2016-01-01,ISU Grand Prix of Figure Skating,International Skating Union,figure skating
2015–16 ISU Grand Prix of Figure Skating,2015-01-01,ISU Grand Prix of Figure Skating,International Skating Union,figure skating
1995–96 ISU Champions Series of Figure Skating,1995-01-01,ISU Grand Prix of Figure Skating,International Skating Union,figure skating
1996–97 ISU Champions Series of Figure Skating,1996-01-01,ISU Grand Prix of Figure Skating,International Skating Union,figure skating
1997–98 ISU Champions Series of Figure Skating,1997-01-01,ISU Grand Prix of Figure Skating,International Skating Union,figure skating
1998–99 ISU Grand Prix of Figure Skating,1998-01-01,ISU Grand Prix of Figure Skating,International Skating Union,figure skating
