col0,col1,col2,col3,col4
Tomasgårdens IF,floorball club,Sweden,1982-01-01,Västerås
IBK Sundsvall,floorball club,Sweden,1986-01-01,Sundsvall Municipality
Skellefteå IBK,floorball club,Sweden,1985-01-01,Skellefteå Municipality
Tenhults IBK,floorball club,Sweden,1988-01-01,Tenhult
Sjöstads IF,association football club,Sweden,1977-01-01,Karlstad Municipality
TB Uphusen,association football club,Germany,1912-01-01,Achim
Lura IL,floorball club,Norway,1963-01-01,"Lura, Norway"
Koovee,floorball club,Finland,1996-01-01,Tampere
Västanfors IF,floorball club,Sweden,1916-01-01,Fagersta Municipality
Umeå City IBK,floorball club,Sweden,1984-01-01,Umeå Municipality
Sveiva IBK,floorball club,Norway,1994-01-01,Oslo
Sundsvall City,floorball club,Sweden,2006-01-01,Sundsvall
