col0,col1,col2
1981 Hungarian Team Badminton Championships,Műegyetemi AFC,1982 Hungarian Team Badminton Championships
1969 Hungarian Team Badminton Championships,Budapesti EAC,1970 Hungarian Team Badminton Championships
1968 Hungarian Team Badminton Championships,Műegyetemi AFC,1969 Hungarian Team Badminton Championships
2011 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2012 Hungarian Team Badminton Championships
1980 Hungarian Team Badminton Championships,Műegyetemi AFC,1981 Hungarian Team Badminton Championships
2000 Hungarian Team Badminton Championships,Budapesti EAC,2001 Hungarian Team Badminton Championships
1967 Hungarian Team Badminton Championships,Műegyetemi AFC,1968 Hungarian Team Badminton Championships
1991 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,1992 Hungarian Team Badminton Championships
1990 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,1991 Hungarian Team Badminton Championships
2008 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2009 Hungarian Team Badminton Championships
2007 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2008 Hungarian Team Badminton Championships
2013 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2014 Hungarian Team Badminton Championships
