col0,col1,col2,col3,col4
"2017 Arctic Race of Norway, Stage 1",Alexander Kristoff,Sport Vlaanderen-Baloise 2017,Narvik,2017 Arctic Race of Norway
"2019 Tour de France, stage 8",Peter Sagan,2019 Astana,Saint-Étienne,2019 Tour de France
"2017 Giro d'Italia, Stage 6",André Greipel,Bahrain-Merida 2017,Terme Luigiane,2017 Giro d'Italia
"2017 Tour of Norway, Stage 3",Simon Gerrans,Aqua Blue Sport 2017,Lillehammer,2017 Tour of Norway
"2017 Vuelta a España, Stage 7",Alexey Lutsenko,UAE Team Emirates 2017,Cuenca,2017 Vuelta a España
"2017 Tour of Norway, Stage 1",Simon Gerrans,Aqua Blue Sport 2017,Asker,2017 Tour of Norway
"2015 Tour des Fjords, Stage 4",Edvald Boasson Hagen,Katusha 2015,Sandnes,2015 Tour des Fjords
"2016 Ladies Tour of Norway, Stage 2",Emilie Moberg,Rabo Liv Women 2016,Sarpsborg,2016 Ladies Tour of Norway
"2015 Arctic Race of Norway, Stage 2",Michael Van Staeyen,Bretagne-Séché Environnement 2015,Setermoen,2015 Arctic Race of Norway
"2017 Tour des Fjords, Stage 2",Edvald Boasson Hagen,Sport Vlaanderen-Baloise 2017,Norheimsund,2017 Tour des Fjords
"2016 Tour des Fjords, Stage 4",Alexander Kristoff,Fortuneo-Vital Concept 2016,Sandnes,2016 Tour des Fjords
"2015 Arctic Race of Norway, Stage 3",Michael Van Staeyen,Bretagne-Séché Environnement 2015,Målselv,2015 Arctic Race of Norway
"2016 Tour des Fjords, Stage 3",Alexander Kristoff,Fortuneo-Vital Concept 2016,Suldalsosen,2016 Tour des Fjords
"2019 Tour de France, stage 3",Peter Sagan,Sunweb 2019,Épernay,2019 Tour de France
"2018 Arctic Race of Norway, stage 3",Sergey Chernetskiy,Katusha-Alpecin 2018,Hammerfest,2018 Arctic Race of Norway
"2015 Tour des Fjords, Stage 3",Edvald Boasson Hagen,Katusha 2015,Sauda,2015 Tour des Fjords
"2016 Tour des Fjords, Stage 2",Alexander Kristoff,Fortuneo-Vital Concept 2016,Odda,2016 Tour des Fjords
"2016 Arctic Race of Norway, Stage 3",John Degenkolb,Fortuneo-Vital Concept 2016,Korgfjellet,2016 Arctic Race of Norway
"2015 Tour des Fjords, Stage 1",Alexander Kristoff,Katusha 2015,Norheimsund,2015 Tour des Fjords
"2017 Vuelta a España, Stage 6",Alexey Lutsenko,Bahrain-Merida 2017,Sagunto,2017 Vuelta a España
