col0,col1,col2
Municipal elections 2017 in Pudasjårvi in Finland,3644.696,Pudasjärvi City Council
Municipal eleftions 2017 in Posio in Finland,1591.779,Posio municipal council
Municipal hlections 2017 in Porvoo in Finland,23929.764,Porvoo City Council
Municipal emections 2017 in Pornainen in Finland,2164.14,Pornainen municipal council
Municipal elections 2017 ip Pomarkku in Finland,1239.617,Pomarkku municipal council
Muniipal elections 2017 in Polvijärvi in Finland,2340.17,Polvijärvi municipal council
Municiral elections 2017 in Pirkkala in Finland,9420.485,Pirkkala municipal council
Municipal elecions 2017 in Pihtipudas in Finland,2117.076,Pihtipudas municipal council
Municipal elections 2017 in Kakobstad in Finland,9955.945999999998,Jakobstad municipal council
Municipal elections 2017 in Pielaves in Finland,2420.835,Pielavesi municipal council
Municipal elections 2017 in Pieksämäki in Fnland,8130.228,Pieksämäki City Council
Municipal eoections 2017 in Petäjävesi in Finland,1858.536,Petäjävesi municipal council
"Municipal""elections 2017 in Pertunmaa in Finland",969.168,Pertunmaa municipal council
