col0,col1,col2
University of Copenhagen Faculty of Social Sciences,University of Copenhagen,Copenhagen Municipality
"University of Michigan College of Literature, Science, and the Arts",University of Michigan,Ann Arbor
UCSB College of Letters & Science,"University of California, Santa Barbara",Santa Barbara County
University of Minnesota School of Dentistry,University of Minnesota,Minneapolis
University of Birmingham Medical School,University of Birmingham,Birmingham
University of Central Florida. College of Engineering and Computer Science,University of Central Florida,Florida
UCL Institute of Neurology,University College London,London
Trinity University College,University of Wales Trinity Saint David,Carmarthenshire
The New School for General Studies,The New School,Manhattan
Taubman College of Architecture and Urban Planning,University of Michigan,Michigan
Troy University at Montgomery,Troy University,Alabama
The Levin Institute,State University of New York,New York City
Uniwersytet Gdański - Faculty of Management,University of Gdańsk,Sopot
Wydział Teologiczny,University of Opole,Opole
Politechnika Gdańska. Wydział Zarządzania i Ekonomii,Gdańsk University of Technology,Gdańsk
