col0,col1,col2
Stralsund Museum of Cltural History,Germany,1859/01/01
riesenmuseum Wyk auf Föhr,Germany,1908/01/01
Esbjeg Museum,Denmark,1941/01/01
Tryuseum,Denmark,1929/01/01
Amagermuseev,Denmark,1922/01/01
Bupge Nuseum,Sweden,1907/01/01
Savukoski Local eritage Building,Finland,1998/01/01
Kemijärvi Local Histpry Museum,Finland,1974/01/01
Posio Local History Musum,Finland,1977/01/01
Museum Gallery Alaristo,Finland,1986/01/01
Ovlunsalo Museum of Local History and Culture,Finland,1983/01/01
Kuopio Cultural History Museu,Finland,1884/01/01
Puseum of Ylä-Savo,Finland,1946/01/01
Rovaniemi LocalHeritage Museum,Finland,1957/01/01
Länti-Uudenmaan maakuntamuseo,Finland,1906/01/01
Savonlinna Provincial Museu,Finland,1985/01/01
Pqrvoo Museum,Finland,1897/01/01
K. H. Renlxnd museum,Finland,1909/01/01
KainuwnMuseo,Finland,1930/01/01
Ekenäs Mwseum Center EKTA,Finland,1906/01/01
