col0,col1,col2,col3
Rutgers Scarlet Knights,Rutgers University–New Brunswick,SHI Stadium,basketball
Boise State Broncos,Boise State University,Albertsons Stadium,basketball
Oregon Ducks,University of Oregon,Autzen Stadium,basketball
Washington Huskies,University of Washington,Husky Stadium,basketball
Tulane Green Wave,Tulane University,Yulman Stadium,baseball
Louisiana–Monroe Warhawks,University of Louisiana at Monroe,Malone Stadium,baseball
Stephen F. Austin Lumberjacks and Ladyjacks,Stephen F. Austin State University,Homer Bryce Stadium,baseball
Missouri Tigers,University of Missouri,Faurot Field,baseball
Nebraska Cornhuskers,University of Nebraska–Lincoln,Memorial Stadium,baseball
Pittsburgh Panthers,University of Pittsburgh,Heinz Field,association football
Texas A&M Aggies,Texas A&M University,Kyle Field,association football
Notre Dame Fighting Irish,University of Notre Dame,Notre Dame Stadium,association football
Utah State Aggies,Utah State University,Romney Stadium,volleyball
Baylor Bears,Baylor University,McLane Stadium,tennis
Navy Midshipmen,United States Naval Academy,Navy–Marine Corps Memorial Stadium,tennis
Florida State Seminoles,Florida State University,Bobby Bowden Field at Doak Campbell Stadium,tennis
Ohio Bobcats,Ohio University,Peden Stadium,basketball
Dartmouth Big Green,Dartmouth College,Memorial Field,basketball
Brown Bears,Brown University,Brown Stadium,basketball
Montana State Bobcats,Montana State University - Bozeman,Bobcat Stadium,basketball
Maine Black Bears,University of Maine,Alfond Stadium,basketball
