col0,col1,col2
Hilton Edinburgh Grosvenor,American Express,Hilton Worldwide
DoubleTree by Hilton Hotel Darwin,American Express,Hilton Worldwide
Kalastajatorppa,American Express,Hilton Worldwide
Hilton Cabo Verde Sal Resort,invoice,Hilton Worldwide
Conrad Cairo,credit card,Hilton Worldwide
DoubleTree by Hilton Bangkok Ploenchit,cheque,Hilton Worldwide
DoubleTree by Hilton Moscow - Vnukovo Airport,cheque,Hilton Worldwide
Hilton Sydney,cheque,Hilton Worldwide
Conrad Dublin,cheque,Hilton Worldwide
Hampton by Hilton Berlin City Centre Alexanderplatz,debit card,Hilton Worldwide
Hampton by Hilton Amsterdam Airport Schiphol,debit card,Hilton Worldwide
Hilton Garden Inn Krakow,money,Hilton Worldwide
DoubleTree by Hilton Hotel Jakarta - Diponegoro,money,Hilton Worldwide
