col0,col1,col2,col3
Skövde Garrison,Skövde,1905-01-01,13th Army Division
Kristianstad Garrison,Kristianstad,1794-01-01,Northern Scanian Regiment
Skövde Garrison,Skövde,1905-01-01,Life Regiment Hussars
Kristianstad Garrison,Kristianstad,1794-01-01,Kristianstad Brigade
Skövde Garrison,Skövde,1905-01-01,Swedish Army brigade center
Kristianstad Garrison,Kristianstad,1794-01-01,Wendes artillery regiment
Skövde Garrison,Skövde,1905-01-01,Western Military Command
Kristianstad Garrison,Kristianstad,1794-01-01,Southern Military Command
Skövde Garrison,Skövde,1905-01-01,Logistic Regiment
Boden Garrison,Boden,1907-01-01,Luleå military district
Halmstad Garrison,Halmstad,1906-01-01,Swedish Infantry Officers’ College
Eksjö Garrison,Eksjö,1906-01-01,Jönköping Brigade
Halmstad Garrison,Halmstad,1906-01-01,Halland Brigade
