col0,col1,col2,col3
Astrolabe,History of Science Museum,Jack A. Billmeir,Arabic
Astrolabe,History of Science Museum,Jack A. Billmeir,Arabic
Astrolabe,History of Science Museum,Jack A. Billmeir,Arabic
Astrolabe,History of Science Museum,Lewis Evans,Arabic
Astrolabe,History of Science Museum,Lewis Evans,Arabic
Astrolabe,History of Science Museum,Jack A. Billmeir,Sanskrit
Printed Paper Astrolabe (Hand-Coloured),History of Science Museum,Lewis Evans,English
Astrolabe,History of Science Museum,Jack A. Billmeir,Latin
Astrolabe,History of Science Museum,Jack A. Billmeir,Latin
Astrolabe,History of Science Museum,Jack A. Billmeir,Latin
Geographical Astrolabe,History of Science Museum,Jack A. Billmeir,Latin
Universal Astrolabe,History of Science Museum,Jack A. Billmeir,Latin
Astrolabe,History of Science Museum,Jack A. Billmeir,Latin
Astrolabe,History of Science Museum,Jack A. Billmeir,Latin
Gothic Astrolabe,History of Science Museum,Jack A. Billmeir,Latin
Gothic Astrolabe,History of Science Museum,Jack A. Billmeir,Latin
Gothic Astrolabe,History of Science Museum,Jack A. Billmeir,Latin
Hispano-Moorish Astrolabe,History of Science Museum,Jack A. Billmeir,Latin
Astrolabe and Equatorium,History of Science Museum,Jack A. Billmeir,Latin
Gothic Astrolabe with Universal Projection and Toothed Rete,History of Science Museum,Jack A. Billmeir,Latin
