col0,col1,col2
Baltic Defence College,1999-01-01,Tartu City
National Defence College of Thailand,1955-01-01,Ratchadaphisek
Chulachomklao Royal Military Academy,1887-01-01,Phrommani
Royal Military College,1911-01-01,Duntroon
École Militaire,1751-01-01,École-Militaire
Colegio Militar de la Nación,1869-01-01,"El Palomar, Buenos Aires"
Chorrillos Military School,1898-01-01,Chorrillos
Gagarin Air Force Academy,1940-01-01,Monino
Military Academy of Cherchell,1963-01-01,Cherchell
National Defence University of Warsaw,1945-01-01,Rembertów
Royal Military Academy Sandhurst,1947-01-01,Sandhurst
Academia Militar das Agulhas Negras,1792-01-01,Resende
Royal Military Academy,1741-01-01,Royal Borough of Greenwich
United States Military Academy,1802-03-16,West Point
Escuela Naval Militar de Oficiales,1717-01-01,"Marín, Pontevedra"
