col0,col1,col2,col3
Eagle Pictures,Ciro Dammicco,Italy,film industry
Fox Film Corporation,William Fox,United States of America,film industry
Laugh-O-Gram Studio,Walt Disney,United States of America,film industry
Thanhouser Company,Edwin Thanhouser,United States of America,filmmaking
Hal Roach Studios,Hal Roach,United States of America,filmmaking
Morgan Creek Productions,James G. Robinson,United States of America,film studio
Britannia Pictures,Rowan M. Ashe,United Kingdom,filmmaking
Deeper,Greg Lansky,United States of America,sex industry
Tushy,Greg Lansky,United States of America,sex industry
Blacked,Greg Lansky,United States of America,sex industry
Vixen,Greg Lansky,United States of America,sex industry
MARKMEDIA,Mark Veremeychik,Belarus,video
Good Films,Ginevra Elkann,Italy,film industry
"Zespól Filmowy ""X""",Andrzej Wajda,Poland,film industry
21 Laps Entertainment,Shawn Levy,United States of America,film industry
Huayi Brothers,Wang Zhongjun,People's Republic of China,cinematography
The Oz Film Manufacturing Company,L. Frank Baum,United States of America,film industry
Famous Players Film Company,Adolph Zukor,United States of America,cinematography
Melnitsa Animation Studio,Sergey Mikhailovich Selyanov,Russia,television
Khanzhonkov Company,Aleksandr Khanzhonkov,Russian Empire,film industry
