col0,col1,col2,col3,col4
DuBois Business College,"Main Campus, One Beaver Drive, Du Bois, PA, 15801",Pennsylvania,1885-01-01,associate's colleges: high career & technical-mixed traditional/nontraditional
Florida Coastal School of Law,"8787 Baypine Road, Jacksonville, FL, 32256",Jacksonville,1996-01-01,special focus four-year: law schools
Ex'pression College for Digital Arts,"6601 Shellmond St, Emeryville, CA, 94608",California,1998-01-01,"special focus four-year: arts, music and design schools"
Daymar College,"560 Royal Parkway, Nashville, TN",Owensboro,1879-01-01,special focus four-year: other health professions schools
Five Branches University,"200 7th Avenue, Santa Cruz, CA, 95062",California,1984-01-01,special focus four-year: other health professions schools
Emperor's College,"1807 Wilshire Blvd, Ste #200, Santa Monica, CA, 90403",California,1983-01-01,special focus four-year: other health professions schools
Douglas Education Center,"130 7th St, Monessen, PA, 15062",Pennsylvania,1904-01-01,special focus two-year colleges: arts and design
Eastwick College and the HoHoKus Schools,"10 South Franklin Turnpike, Ramsey, NJ, 07446-2551",New Jersey,1985-01-01,special focus two-year colleges: health professions
Global Health College,"6101 Stevenson Avenue, Alexandria, VA, 22304",Virginia,2004-01-01,special focus two-year colleges: health professions
Fremont College,"18000 Studebaker Road Suite 900A, Cerritos, CA, 90703",Cerritos,1986-01-01,baccalaureate/associate's colleges: associate's dominant four year colleges
Duluth Business University,"4724 Mike Colalillo Drive, Duluth, MN, 55807",Duluth,1891-01-01,baccalaureate/associate's colleges: associate's dominant four year colleges
Globe University/Minnesota School of Business,"3680 Pheasant Ridge Dr NE, Blaine, MN, 55449",Woodbury,1877-01-01,baccalaureate/associate's colleges: mixed baccalaureate/associate's
ECPI University,"5555 Greenwich Rd Ste 300, Virginia Beach, VA, 23462",Virginia Beach,1966-01-01,baccalaureate/associate's colleges: mixed baccalaureate/associate's
Five Towns College,"305 North Service Road, Dix Hills, NY, 11746-5871",Dix Hills,1972-01-01,baccalaureate colleges: diverse fields
Digital Media Arts College,"5400 Broken Sound Blvd NW #100, Boca Raton, FL, 33487",Boca Raton,2001-01-01,baccalaureate colleges: diverse fields
Full Sail University,"3300 University Blvd, Winter Park, FL 32792-7429",Winter Park,1972-01-01,master's colleges and universities: larger programs
Davis College,"4747 Monroe St, Toledo, OH, 43623",Toledo,1858-01-01,associate's colleges: high career & technical-high nontraditional
Coyne College,"330 North Green Street, Chicago, IL, 60607-1300",Illinois,1898-01-01,associate's colleges: high career & technical-high nontraditional
Columbia College,"8300 Merrifield Ave 3F, Fairfax, VA, 22031",Virginia,1999-01-01,associate's colleges: high transfer-high traditional
Charleston School of Law,"81 Mary Street, Charleston, SC, 29403",Charleston,2003-01-01,special focus four-year: law schools
