col0,col1,col2,col3,col4
Oulu Energy,Finland,Oy,Myllytulli,1889-01-01
Pohjolan Voima,Finland,julkinen osakeyhtiö,Etu-Töölö,1943-01-01
EnPowered,Canada,corporation,Waterloo,2015-03-18
British Gas,United Kingdom,public company,Windsor,1986-01-01
Kemijoki,Finland,Oy,Rovaniemi,1954-01-01
AEK Energie,Switzerland,Aktiengesellschaft,Solothurn,1894-01-01
Williams Companies,United States of America,joint-stock company,Tulsa,1908-01-01
Eneco,Netherlands,Naamloze vennootschap,Rotterdam,1995-01-01
Stadtwerke Uelzen,Germany,GmbH,Uelzen,1971-01-01
AVU,Germany,Aktiengesellschaft,Gevelsberg,1905-01-01
Elektroprivreda Bosne i Hercegovine,Bosnia and Herzegovina,state-owned enterprise,Sarajevo,1945-08-30
Stadtwerke Neumünster,Germany,GmbH,Neumünster,1899-01-01
Lechwerke,Germany,Aktiengesellschaft,Augsburg,1903-01-01
VNG – Verbundnetz Gas,Germany,Aktiengesellschaft,Leipzig,1990-06-29
Innogy,Germany,Societas Europaea,Essen,2016-04-01
Elektrizitätswerk Schlesien,Germany,joint-stock company,Wrocław,1909-11-18
DB Energie,Germany,GmbH,Frankfurt am Main,1997-01-01
National Utilities,Hungary,Limited company,Budapest,2015-02-13
Wien Energie,Austria,Gesellschaft mit beschränkter Haftung,Vienna,2001-01-01
Vorarlberger Kraftwerke,Austria,Aktiengesellschaft,Bregenz,1901-01-01
