col0,col1,col2,col3,col4,col5
1991 Hungarian Team Badminton Championships,1991-01-01,1990 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,1992 Hungarian Team Badminton Championships,Hungary
1990 Hungarian Team Badminton Championships,1990-01-01,1989 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,1991 Hungarian Team Badminton Championships,Hungary
2008 Hungarian Team Badminton Championships,2008-01-01,2007 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2009 Hungarian Team Badminton Championships,Hungary
2013 Hungarian Team Badminton Championships,2013-01-01,2012 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2014 Hungarian Team Badminton Championships,Hungary
2005 Hungarian Team Badminton Championships,2005-01-01,2004 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2006 Hungarian Team Badminton Championships,Hungary
2002 Hungarian Team Badminton Championships,2002-01-01,2001 Hungarian Team Badminton Championships,Budapesti EAC,2003 Hungarian Team Badminton Championships,Hungary
1997 Hungarian Team Badminton Championships,1997-01-01,1996 Hungarian Team Badminton Championships,Budapesti EAC,1998 Hungarian Team Badminton Championships,Hungary
1988 Hungarian Team Badminton Championships,1988-01-01,1987 Hungarian Team Badminton Championships,Budapesti EAC,1989 Hungarian Team Badminton Championships,Hungary
1982 Hungarian Team Badminton Championships,1982-01-01,1981 Hungarian Team Badminton Championships,Műegyetemi AFC,1983 Hungarian Team Badminton Championships,Hungary
1970 Hungarian Team Badminton Championships,1970-01-01,1969 Hungarian Team Badminton Championships,Budapesti EAC,1979 Hungarian Team Badminton Championships,Hungary
1986 Hungarian Team Badminton Championships,1986-01-01,1985 Hungarian Team Badminton Championships,Nyíregyházi VSSC,1987 Hungarian Team Badminton Championships,Hungary
1995 Hungarian Team Badminton Championships,1995-01-01,1994 Hungarian Team Badminton Championships,Budapesti EAC,1996 Hungarian Team Badminton Championships,Hungary
