col0,col1,col2,col3
Passe Temarauri,8,French Polynesia,France
Passe Teavaraa,13,French Polynesia,France
Passe Tapuhiria,5,French Polynesia,France
Passe Tapuaeraha,134,French Polynesia,France
Passe Rautoanui,59,French Polynesia,France
Passe Rautirare,9,French Polynesia,France
Passe Punaeroa,9,French Polynesia,France
Passe Okarare,3,French Polynesia,France
Passe Motu Puapua,4,French Polynesia,France
Passe Marihini,1,French Polynesia,France
Passe Havae,48,French Polynesia,France
Passe de Topiro,7,French Polynesia,France
Passe de Teputo,15,French Polynesia,France
Passe de Taunoa,1,French Polynesia,France
Passe de Taipari,208,French Polynesia,France
