col0,col1,col2,col3
Muslim Human Rights Committee,Fatima Doubakil,Sweden,Kitimbwa Sabuni
Yerkrapah,Sasun Mikayelyan,Armenia,Vazgen Sargsyan
Norwegian Women's Lobby,Gunhild Vehusheia,Norway,Norwegian Association for Women's Rights
Council for Nutritional and Environmental Medicine,Geir Bjørklund,Norway,Geir Bjørklund
Centre for Healthy Start Initiative,Bolajoko O. Olusanya,Nigeria,Bolajoko O. Olusanya
British Sikh Report,Jasvir Singh (barrister),United Kingdom,Jasvir Singh (barrister)
Armenian National Committee of America,Ken Hachikian,United States of America,Vahan Cardashian
Anti-Defamation League,Jonathan Greenblatt,United States of America,Sigmund Livingston
Democratic Socialists of America,Maria Svart,United States of America,Michael Harrington
European Movement Switzerland,Martin Naef,Switzerland,Hans Bauer
