col0,col1,col2
government of Tolima department,office of the governor of Tolima department,Tolima Department
government of Norte de Santander department,office of the governor of Norte de Santander department,Norte de Santander Department
government of Putumayo department,office of the governor of Putumayo department,Putumayo Department
government of Cundinamarca department,office of the governor of Cundinamarca department,Cundinamarca Department
government of Atlántico department,office of the governor of Atlántico department,Atlántico Department
government of Caldas department,office of the governor of Caldas department,Caldas Department
government of Cauca department,office of the governor of Cauca department,Cauca Department
government of Bolívar department,office of the governor of Bolívar department,Bolívar Department
government of Chocó department,office of the governor of Chocó department,Chocó Department
government of Arauca department,office of the governor of Arauca department,Arauca Department
government of Nariño department,office of the governor of Nariño department,Nariño Department
government of Magdalena department,office of the governor of Magdalena department,Magdalena Department
government of Antioquia department,office of the governor of Antioquia department,Antioquia Department
government of Boyacá department,office of the governor of Boyacá department,Boyacá Department
