col0,col1,col2,col3,col4
USS Kenneth M. Willett,Kenneth Martin Willett,World War II,United States Navy,Orange
USS J.R.Y. Blakely,John Russell Young Blakely,World War II,United States Navy,Orange
USS John C. Butler,John Clarence Butler,World War II,United States Navy,Orange
USS Menges,Herbert Hugo Menges,World War II,United States Navy,Orange
USS Herbert C. Jones,Herbert C. Jones,World War II,United States Navy,Orange
USS Lowe,"Harry James Lowe, Jr.",World War II,United States Navy,Orange
USS Key,Eugene Morland Key,World War II,United States Navy,Orange
USS Hurst,Edwin William Hurst,World War II,United States Navy,Orange
USS Hill,Edwin Joseph Hill,World War II,United States Navy,Orange
USS Hammann,Charles Hammann,World War II,United States Navy,Orange
USS Jacob Jones,Jacob Jones,World War II,United States Navy,Orange
