col0,col1,col2
Park Inn Hotel Prague,1912-01-01,Svobodova
Hotel Santon,1985-01-01,Přístavní
Hotel Carlton building,1926-01-01,Plaza de Federico Moyúa
Hotel de Draak,1397-01-01,Grote Markt
"The Biltmore Mayfair, LXR Hotels & Resorts",1969-01-01,Grosvenor Square
Grand Hotel et de Milan,1863-01-01,Via Manzoni
Omni Parker House,1855-01-01,School Street
Kimpton Fitzroy London Hotel,1898-01-01,Russell Square
ITC Grand Chola Hotel,2012-01-01,Anna Salai
Four Seasons Hotel,2001-01-01,Alšovo nábřeží
Schlüterstraße 45,1912-01-01,Schlüterstraße
National Sports Centre Papendal,1971-05-07,Papendallaan
