col0,col1,col2,col3,col4
Corpo d'Armata Motocorazzato,1943-01-01,1943-09-11,Kingdom of Italy,World War II
XLVII Panzer Corps,1940-06-20,1945-05-08,Nazi Germany,World War II
XI Army Corps,1936-10-06,1945-05-08,Nazi Germany,World War II
VIII Army Corps,1934-10-01,1943-01-31,Nazi Germany,World War II
VI Army Corps,1934-10-01,1945-05-08,Nazi Germany,World War II
V Army Corps,1934-10-01,1944-07-19,Nazi Germany,World War II
XXIII Army Corps,1939-09-18,1945-05-08,Nazi Germany,World War II
XXXVIII Army Corps,1940-02-01,1945-05-08,Nazi Germany,World War II
XVIII Corps,1938-04-01,1940-11-01,Nazi Germany,World War II
LVII Panzer Corps,1941-02-15,1945-05-08,Nazi Germany,World War II
XXI Army Corps (Wehrmacht),1939-01-01,1940-03-01,Nazi Germany,World War II
XXVII Army Corps,1939-08-26,1945-05-08,Nazi Germany,World War II
XXXV Army Corps (Wehrmacht),1942-01-20,1945-05-08,Nazi Germany,World War II
XIV Army Corps,1938-04-01,1942-06-21,Nazi Germany,World War II
XLIX Mountain Corps,1940-10-25,1945-05-08,Nazi Germany,World War II
XIII SS Army Corps,1944-01-01,1945-01-01,Nazi Germany,World War II
XIII Army Corps,1937-10-01,1944-07-07,Nazi Germany,World War II
XXXII Army Corps (Wehrmacht),1945-03-01,1945-04-01,Nazi Germany,World War II
VII Army Corps,1934-01-01,1944-01-01,Nazi Germany,World War II
XXXIII Army Corps (Wehrmacht),1939-01-01,1945-01-01,Nazi Germany,World War II
