col0,col1,col2
"Embassy of Germany, Conakry",Kaloum,Conakry
"Embassy of Germany, Bamako","Commune V, Bamako",Bamako
"Embassy of Germany, Djibouti",Djibouti Region,Djibouti
"Embassy of Germany, Algiers",Algiers Province,Algiers
"Embassy of Germany, Tegucigalpa",Francisco Morazán Department,Tegucigalpa
"Embassy of Germany, San José",Mata Redonda District partido Republicano,San José
"Embassy of Germany, Quito",Quito Metro,Quito
"Embassy of Germany, Santiago",Vitacura,Santiago
"Embassy of Germany, Havana",Plaza de la Revolución,Havana
"Embassy of Germany, Caracas",La Castellana,Caracas
"Embassy of Germany, Baghdad",Baghdad Governorate,Baghdad
"Embassy of Germany, Astana",Yesil District,Nur-Sultan
"Embassy of Germany, Abu Dhabi",Abu Dhabi Emirate,Abu Dhabi
"Embassy of Germany, Zagreb",Trnje,Zagreb
"Embassy of Germany, Vilnius",Naujamiestis eldership,Vilnius
"Embassy of Germany, Cairo",Cairo Governorate,Cairo
"Embassy of Germany, Kabul",Kabul,Kabul
"Embassy of Germany, Bujumbura",Bujumbura,Bujumbura
"Embassy of Germany, Libreville",Libreville,Libreville
"Embassy of Germany, Dakar",Dakar,Dakar
