col0,col1,col2
Puurs Titans,2004-01-01,2016-01-01
Xavier Musketeers football,1901-01-01,1973-01-01
Espoo Colts,1979-01-01,1996-01-01
Warsaw Spartans,2007-01-01,2013-01-01
Florida Tuskers,2009-01-01,2010-01-01
South Wales Warriors,1993-01-01,2000-01-01
Shreveport Steamer,1974-01-01,1975-10-01
Newark Bears,1926-01-01,1926-01-01
Barcelona Howlers,1989-01-01,1996-01-01
Jacksonville Express,1975-01-01,1975-10-01
Florida Blazers,1974-01-01,1974-12-01
Thames Valley Chargers,1983-01-01,1995-01-01
Torbay Trojans,1983-01-01,1993-01-01
Stuttgart Stallions,1980-01-01,1997-01-01
Las Vegas Locomotives,2009-01-01,2012-01-01
Pittsburgh Maulers,1983-01-01,1984-01-01
Staten Island Stapletons,1915-01-01,1935-01-01
Rüsselsheim Razorbacks,1989-01-01,2010-01-01
Omaha Nighthawks,2010-01-01,2012-01-01
Virginia Destroyers,2009-01-01,2012-01-01
Rotterdam Trojans,1984-01-01,2010-01-01
Buffalo Bisons,1915-01-01,1929-01-01
Mönchengladbach Mavericks,1989-01-01,2011-01-01
Kraków Tigers,2006-01-01,2012-01-01
Kansas City Blues,1924-01-01,1926-01-01
