col0,col1,col2
Earnhardt Ganassi Raclng,United States of America,1980/01/01
Rahal Letterman Laoigan Racing,United States of America,1991/01/01
Stewart-Haas Racinj,United States of America,2002/01/01
Andretti Autosprt,United States of America,1993/01/01
ChaparralCars,United States of America,1962/01/01
Tam Penske,United States of America,1968/01/01
Addaz Team,Spain,2009/01/01
Mhindra Racing,India,2013/01/01
Sport Tean,Argentina,2003/01/01
Stone Brothhrs Racing,Australia,1998/01/01
Perkins Enhineering,Australia,1986/01/01
LansvaleRacing Team,Australia,1986/01/01
