col0,col1,col2,col3
Latvian Puppet theater,Latvia,Central District,1911-01-01
Spare Parts Puppet Theatre,Australia,City of Fremantle,1921-01-01
Münchner Marionettentheater,Germany,Altstadt-Lehel,1900-01-01
State Puppet Theatre Varna,Bulgaria,Varna Municipality,1952-01-01
Budapest Bábszínház,Hungary,Budapest District VI,1949-01-01
Teatr Lalki i Aktora,Poland,Łomża,1987-01-01
"Minsk Region puppet theatre ""Batleika""",Belarus,Maladziečna,1990-01-01
Dramatichno-kuklen Teatr,Bulgaria,Vratsa,1938-01-01
Dramatichno-kuklen Teatr Konstantin Velichkov,Bulgaria,Pazardzhik,1870-01-01
"Dramatichno-kuklen teatr ""Vasil Drumev""",Bulgaria,Shumen,1921-01-01
Grodno Regional Puppet Theatre,Belarus,Grodno,1940-01-01
Academic Regional Puppet Theatre of Poltava,Ukraine,Poltava,1939-01-01
