col0,col1,col2
Aboriginal Shire of Wujal Wujal,Wujal Wujal,Wujal Wujal Aboriginal Shire Council
Shire of Aurukun,Aurukun,Aurukun Shire Council
City of Ipswich,Ipswich,Ipswich City Council
Aboriginal Shire of Woorabinda,Woorabinda,Woorabinda Aboriginal Shire Council
Bundaberg Region,Bundaberg,Bundaberg Regional Council
Toowoomba Region,Toowoomba,Toowoomba Regional Council
Redland City,Cleveland,Redland City Council
Maranoa Region,Roma,Maranoa Regional Council
Shire of Diamantina,Bedourie,Diamantina Shire Council
Shire of Winton,Winton,Winton Shire Council
Aboriginal Shire of Napranum,Napranum,Napranum Aboriginal Shire Council
Moreton Bay Region,Strathpine,Moreton Bay Regional Council
Lockyer Valley Region,Gatton,Lockyer Valley Regional Council
Central Highlands Region,Emerald,Central Highlands Regional Council
Shire of Carpentaria,Normanton,Carpentaria Shire Council
