col0,col1,col2,col3,col4
Sir Frank Whittle Studio School,Leicestershire,United Kingdom,2014-09-01,studio school
The Studio School Liverpool,Liverpool,United Kingdom,2013-09-02,studio school
Chester International School,Cheshire West and Chester,United Kingdom,2017-09-01,studio school
Space Studio West London,London Borough of Hounslow,United Kingdom,2015-09-01,studio school
Space Studio Banbury,Oxfordshire,United Kingdom,2014-09-01,studio school
Scott Medical and Healthcare College,City of Plymouth,United Kingdom,2017-09-01,studio school
IKB Academy,Bath and North East Somerset,United Kingdom,2015-09-01,studio school
Atrium Studio School,Devon,United Kingdom,2015-09-01,studio school
Dorset Studio School,Dorset,United Kingdom,2014-09-01,studio school
The Bath Studio School,Bath and North East Somerset,United Kingdom,2014-09-01,studio school
Walsall Studio School,Walsall,United Kingdom,2013-09-02,studio school
Waverley Studio College,Birmingham,United Kingdom,2013-09-02,studio school
Stephenson Studio School,Leicestershire,United Kingdom,2011-09-01,studio school
The Studio @ Deyes,Liverpool,United Kingdom,2016-09-01,studio school
Knutsford Academy The Studio,Cheshire East,United Kingdom,2014-09-01,studio school
