col0,col1,col2
King Mongkut's Institute of Technology Ladkrabang,Bangkok,1960-01-01
Slovak University of Technology in Bratislava,Bratislava,1937-01-01
"Institute of Technology, Tallaght",Dublin,1992-01-01
"Institute of Technology, Blanchardstown",Dublin,1999-01-01
Dublin Institute of Technology,Dublin,1992-01-01
Magdeburg Institute of Technology,Magdeburg,1953-01-01
Technical University of Munich,Munich,1868-01-01
Masdar Institute of Science and Technology,Abu Dhabi,2007-09-25
Mapúa University,Makati,1925-01-01
Caldwell Community College & Technical Institute,North Carolina,1964-01-01
New Jersey Institute of Technology,New Jersey,1881-01-01
Fayette County Career and Technical Institute,Pennsylvania,1967-01-01
"International Institute of Information Technology, Hyderabad",Hyderabad,1998-01-01
Grenoble Institute of Technology,Grenoble,1900-01-01
Gandhi Institute of Technology and Management,Andhra Pradesh,1980-01-01
Hamburg University of Technology,Hamburg,1978-05-22
Beijing University of Chemical Technology,Beijing,1958-01-01
Novosibirsk State Technical University,Novosibirsk,1950-01-01
Bialystok University of Technology,Białystok,1949-12-01
Military Engineering-Technical University,Saint Petersburg,1810-01-01
