col0,col1,col2,col3,col4
Riverside Museum,Glasgow Harbour,2011-01-01,United Kingdom,Glasgow City
"Museum of Transport, Greater Manchester",Bus Depot And Transport Museum,1977-01-01,United Kingdom,Manchester
Dundee Museum of Transport,Dundee,2010-01-01,United Kingdom,Dundee City
Brooklands Museum,Weybridge,1991-01-01,United Kingdom,Elmbridge
Budapest Underground Railway Museum,Budapest,1975-01-01,Hungary,Budapest V. District
Spårvägsmuseet,Stockholm,1922-01-01,Sweden,Stockholm Municipality
Minnesota Streetcar Museum,Minneapolis–Saint Paul,2005-01-01,United States of America,Hennepin County
Museum of London Docklands,Warehouses And General Offices At Western End Of North Quay,2003-01-01,United Kingdom,London Borough of Tower Hamlets
Myreton Motor Museum,Aberlady,1966-01-01,United Kingdom,East Lothian
London Transport Museum,Covent Garden,1980-01-01,United Kingdom,City of Westminster
Moto Guzzi Museum,Lake Como,2012-06-02,Italy,Mandello del Lario
