col0,col1,col2,col3
Ziegler hospital,1868-01-01,Switzerland,Campagne Bellevue
Jersey Shore University Medical Center,1904-01-01,United States of America,Jersey Shore Medical Center heliport
Salem-Spital,1888-01-01,Switzerland,decorative fountain Salem hospital
Complejo Hospitalario Universitario A Coruña,1972-08-21,Spain,Hospital Abente y Lago
University Hospital Brno,1989-01-01,Czech Republic,Porodnice na Obilním trhu
Hospital Vendsyssel,2002-01-01,Denmark,"North Denmark Regional Hospital, Frederikshavn"
German Hospital,1845-01-01,United Kingdom,Main Block And Attached Extension To East At The German Hospital
Shriners Hospitals for Children,1922-01-01,United States of America,Shriners Hospitals for Children - Boston
St. Luke's-Roosevelt Hospital Center,1979-01-01,United States of America,Woman's Hospital
Shriners Hospitals for Children,1922-01-01,United States of America,Shriners Hospitals for Children - Salt Lake City
Torbay Hospital,1928-01-01,United Kingdom,helipad
