col0,col1,col2
Jetsmark HK,Jetsmark Idrætscenter,Pandrup
A.S. Ionikos Lamias,Chalkiopoulio Sports Hall,Lamia
Club Deportivo Balonmano Atlético Valladolid,Polideportivo Huerta del Rey,Valladolid
TuS Nettelstedt-Lübbecke,Merkur Arena,Lübbecke
Randers HK,Arena Randers,Randers
RK Gorenje,Red Hall,Velenje
BM Valladolid,Polideportivo Huerta del Rey,Valladolid
Al-Wehda Club,King Abdul Aziz Stadium,Mecca
Eintracht Braunschweig,Eintracht-Stadion,Brunswick
1. FC Nürnberg,Stadion Nürnberg,Nuremberg
HSV Hamburg,Alsterdorfer Sporthalle,Hamburg
RK Celje Pivovarna Laško,Zlatorog Arena,Celje
Paris Saint-Germain Handball,Stade Pierre de Coubertin,Paris
Aalborg Håndbold,Gigantium,Aalborg Municipality
