col0,col1,col2
Calumet College of St. Joseph,1951-01-01,master's colleges and universities: small programs
University of Dubuque,1852-01-01,master's colleges and universities: small programs
Wheelock College,1888-01-01,master's colleges and universities: medium programs
Union College,1879-01-01,master's colleges and universities: medium programs
Thomas Edison State University,1972-01-01,master's colleges and universities: medium programs
Rosemont College,1921-01-01,master's colleges and universities: medium programs
North Central College,1861-01-01,master's colleges and universities: medium programs
Mary Baldwin University,1842-01-01,master's colleges and universities: medium programs
North Carolina Wesleyan College,1956-01-01,baccalaureate colleges: diverse fields
Mount Olive College,1951-01-01,baccalaureate colleges: diverse fields
Morris College,1908-01-01,baccalaureate colleges: diverse fields
Loras College,1839-01-01,baccalaureate colleges: diverse fields
Livingstone College,1879-01-01,baccalaureate colleges: diverse fields
Limestone College,1845-01-01,baccalaureate colleges: diverse fields
Keystone College,1868-01-01,baccalaureate colleges: diverse fields
Concordia College,1922-01-01,baccalaureate colleges: diverse fields
Cogswell Polytechnical College,1887-01-01,baccalaureate colleges: diverse fields
Cedar Crest College,1867-01-01,baccalaureate colleges: diverse fields
Brevard College,1934-01-01,baccalaureate colleges: diverse fields
Bluefield College,1922-01-01,baccalaureate colleges: diverse fields
