col0,col1,col2,col3
Novo Nordisk 2015,2015-01-01,Novo Nordisk,cycle sport
2012 Acqua & Sapone season,2012-01-01,Acqua & Sapone,cycle sport
Wanty-Groupe Gobert 2015,2015-01-01,Wanty-Gobert Cycling Team,cycle sport
Verandas Willems-Crelan 2017,2017-01-01,Verandas Willems-Crelan,road bicycle racing
Roompot Oranje Peloton 2015,2015-01-01,Roompot-Charles,road bicycle racing
RusVelo 2015,2015-01-01,Gazprom-RusVelo,road bicycle racing
CCC Polsat Polkowice 2013,2013-01-01,CCC Development,road bicycle racing
Caja Rural-Seguros RGA 2016,2016-01-01,Caja Rural-Seguros RGA,road bicycle racing
Caja Rural-Seguros RGA 2015,2015-01-01,Caja Rural-Seguros RGA,road bicycle racing
2014 Caja Rural-Seguros RGA season,2014-01-01,Caja Rural-Seguros RGA,road bicycle racing
Katusha 2013,2013-01-01,Katusha-Alpecin,road bicycle racing
Drapac 2015,2015-01-01,Drapac-EF Cannondale Holistic Development,road bicycle racing
Novo Nordisk 2015,2015-01-01,Novo Nordisk,road bicycle racing
