col0,col1,col2,col3
Chambersburg,6.92,17946,192
Brookville,3.23,4230,388
Conyngham,1.02,1908,1014
Bloomfield,0.61,1077,204
Burlington,0.6,156,347
Dallas,2.42,2807,1243
Dalton,3.07,1234,302
Catawissa,0.54,1551,145
Felton,0.63,506,202
Bristol,1.96,9726,6
Archbald,17.1,6984,1102
Avoca,1.03,2664,735
Boyertown,0.78,4055,124
Clarks Summit,1.58,5116,1289
Duryea,5.74,4932,623
Dupont,1.52,2716,720
Export,0.4,917,313
Hamburg,5.044034,4114,121
Thompsontown,0.33,697,449
Sykesville,4.14,1246,1352
