col0,col1,col2,col3
University of Michigan Medical School,University of Michigan,1850-01-01,Ann Arbor
"All India Institute of Medical Sciences, Jodhpur",Ministry of Health and Family Welfare,2012-01-01,Jodhpur
Medical College of Georgia,Augusta University,1828-01-01,Augusta
"Faculty of Medicine, Srinakharinwirot University",Srinakharinwirot University,1985-06-13,Ongkharak
Islamic International Medical College,Riphah International University,1996-01-01,Rawalpindi
The Faculty of Medicine of Iași,Grigore T. Popa University of Medicine and Pharmacy,1879-09-30,Iași
University of Cincinnati College of Medicine,University of Cincinnati Academic Health Center,1819-01-01,Cincinnati
Emory University School of Medicine,Emory University,1854-01-01,Atlanta
University of Tennessee College of Medicine,University of Tennessee Health Science Center,1911-01-01,Memphis
Pennsylvania Medical College,Gettysburg College,1839-01-01,Philadelphia
The Commonwealth Medical College,Geisinger Health System,2008-01-01,Scranton
University of Illinois College of Medicine,University of Illinois system,1882-01-01,Peoria
University of Virginia School of Medicine,University of Virginia,1819-01-01,Charlottesville
University of Massachusetts Medical School,University of Massachusetts,1962-01-01,Worcester
University of Wisconsin School of Medicine and Public Health,University of Wisconsin–Madison,1907-01-01,Madison
