col0,col1,col2,col3
Roman Catholic Diocese of Santa Cruz do Sul,1959-01-01,Aloísio Alberto Dilli,15691
Roman Catholic Diocese of Simdega,1993-01-01,Vincent Barwa,3761
Roman Catholic Diocese of San Cristóbal de Las Casas,1539-01-01,Rodrigo Aguilar Martínez,36821
Roman Catholic Diocese of San Jose in California,1981-01-01,Oscar Cantú,3367
Roman Catholic Diocese of Sarh,1961-01-01,Miguel Ángel Sebastián Martínez,57000
Roman Catholic Diocese of Santa Clara,1979-01-01,Marcelo Arturo González Amador,12920
"Roman Catholic Diocese of Sault Sainte Marie, Ontario",1904-01-01,Marcel Damphousse,265000
Roman Catholic Diocese of Sandomierz,1818-01-01,Krzysztof Nitkiewicz,7850
Roman Catholic Diocese of Santa Rosa in California,1962-01-13,Robert F. Vasa,30320
Roman Catholic Diocese of Sandakan,2007-01-01,Julius Dusin Gitom,43110
Roman Catholic Diocese of San Juan de la Maguana,1953-01-01,José Dolores Grullón Estrella,7475
